ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-04-29,24223.517639632475,18092.87147021952,50827.28087693673,24223.517639632475,24223.517639632475,10223.8194744839,10223.8194744839,10223.8194744839,10223.8194744839,10223.8194744839,10223.8194744839,0.0,0.0,0.0,34447.33711411637
2010-04-30,24241.44936285399,7560.6380904106245,39877.44071900676,24241.44936285399,24241.44936285399,75.43283806739085,75.43283806739085,75.43283806739085,75.43283806739085,75.43283806739085,75.43283806739085,0.0,0.0,0.0,24316.88220092138
2010-05-02,24277.312809297026,204.21022731871716,32362.871445470624,24277.312809297026,24277.312809297026,-8015.761444073799,-8015.761444073799,-8015.761444073799,-8015.761444073799,-8015.761444073799,-8015.761444073799,0.0,0.0,0.0,16261.551365223226
2010-05-04,24313.17625574006,14327.355596862915,45223.858185923826,24313.17625574006,24313.17625574006,5961.846001152678,5961.846001152678,5961.846001152678,5961.846001152678,5961.846001152678,5961.846001152678,0.0,0.0,0.0,30275.02225689274
2010-05-05,24331.107978961576,10304.513033495763,41410.34555694837,24331.107978961576,24331.107978961576,2269.1096871660848,2269.1096871660848,2269.1096871660848,2269.1096871660848,2269.1096871660848,2269.1096871660848,0.0,0.0,0.0,26600.21766612766
2010-05-06,24349.039702183094,18720.125720589313,49682.35399383578,24349.039702183094,24349.039702183094,10223.819474475782,10223.819474475782,10223.819474475782,10223.819474475782,10223.819474475782,10223.819474475782,0.0,0.0,0.0,34572.85917665888
2010-05-07,24366.971425404612,8197.446605141331,39466.45333960515,24366.971425404612,24366.971425404612,75.43283805789184,75.43283805789184,75.43283805789184,75.43283805789184,75.43283805789184,75.43283805789184,0.0,0.0,0.0,24442.404263462504
2010-05-09,24402.834871847645,1332.588711146951,32450.56586674483,24402.834871847645,24402.834871847645,-8015.761444060937,-8015.761444060937,-8015.761444060937,-8015.761444060937,-8015.761444060937,-8015.761444060937,0.0,0.0,0.0,16387.07342778671
2010-05-10,24420.766595069163,12730.159354659172,43489.99118392335,24420.766595069163,24420.766595069163,3121.2522497620575,3121.2522497620575,3121.2522497620575,3121.2522497620575,3121.2522497620575,3121.2522497620575,0.0,0.0,0.0,27542.01884483122
2010-05-11,24438.69831829068,13815.032569381336,46677.784051258306,24438.69831829068,24438.69831829068,5961.846001158525,5961.846001158525,5961.846001158525,5961.846001158525,5961.846001158525,5961.846001158525,0.0,0.0,0.0,30400.544319449204
2010-05-12,24456.630041512195,9562.981112472069,42831.02987471875,24456.630041512195,24456.630041512195,2269.1096871674126,2269.1096871674126,2269.1096871674126,2269.1096871674126,2269.1096871674126,2269.1096871674126,0.0,0.0,0.0,26725.739728679608
2010-05-13,24474.561764733717,18742.447732106208,51017.58980758208,24474.561764733717,24474.561764733717,10223.81947448227,10223.81947448227,10223.81947448227,10223.81947448227,10223.81947448227,10223.81947448227,0.0,0.0,0.0,34698.38123921599
2010-05-14,24492.4934931648,9087.572217987685,40300.38352303285,24492.4934931648,24492.4934931648,75.43283804839324,75.43283804839324,75.43283804839324,75.43283804839324,75.43283804839324,75.43283804839324,0.0,0.0,0.0,24567.92633121319
2010-05-16,24528.356950026966,2608.3081800183068,32552.324567341064,24528.356950026966,24528.356950026966,-8015.761444087438,-8015.761444087438,-8015.761444087438,-8015.761444087438,-8015.761444087438,-8015.761444087438,0.0,0.0,0.0,16512.595505939527
2010-05-17,24546.288678458048,11582.677234656387,42968.2460707078,24546.288678458048,24546.288678458048,3121.2522497584278,3121.2522497584278,3121.2522497584278,3121.2522497584278,3121.2522497584278,3121.2522497584278,0.0,0.0,0.0,27667.540928216476
2010-05-18,24564.220406889133,14252.031030067235,45917.52876502413,24564.220406889133,24564.220406889133,5961.846001156129,5961.846001156129,5961.846001156129,5961.846001156129,5961.846001156129,5961.846001156129,0.0,0.0,0.0,30526.066408045263
2010-05-19,24582.152135320215,10454.262455517737,42126.571320553434,24582.152135320215,24582.152135320215,2269.1096871739333,2269.1096871739333,2269.1096871739333,2269.1096871739333,2269.1096871739333,2269.1096871739333,0.0,0.0,0.0,26851.261822494147
2010-05-20,24600.083863751297,19445.451067248625,50428.406847560414,24600.083863751297,24600.083863751297,10223.819474481455,10223.819474481455,10223.819474481455,10223.819474481455,10223.819474481455,10223.819474481455,0.0,0.0,0.0,34823.903338232754
2010-05-21,24618.015592182383,9112.704032290372,40549.53502960029,24618.015592182383,24618.015592182383,75.43283806110969,75.43283806110969,75.43283806110969,75.43283806110969,75.43283806110969,75.43283806110969,0.0,0.0,0.0,24693.448430243494
2010-05-23,24653.879049044546,1233.9103556296425,33068.560621089004,24653.879049044546,24653.879049044546,-8015.761444085152,-8015.761444085152,-8015.761444085152,-8015.761444085152,-8015.761444085152,-8015.761444085152,0.0,0.0,0.0,16638.117604959392
2010-05-24,24671.810777475628,11317.280823524827,43006.38879493819,24671.810777475628,24671.810777475628,3121.25224976945,3121.25224976945,3121.25224976945,3121.25224976945,3121.25224976945,3121.25224976945,0.0,0.0,0.0,27793.06302724508
2010-05-25,24689.742505906714,15030.136599276735,45406.68419418006,24689.742505906714,24689.742505906714,5961.846001153732,5961.846001153732,5961.846001153732,5961.846001153732,5961.846001153732,5961.846001153732,0.0,0.0,0.0,30651.588507060445
2010-05-26,24707.674234337792,12489.921207493146,44214.141459169536,24707.674234337792,24707.674234337792,2269.1096871660825,2269.1096871660825,2269.1096871660825,2269.1096871660825,2269.1096871660825,2269.1096871660825,0.0,0.0,0.0,26976.783921503873
2010-05-27,24725.605962768877,20129.124141330707,50790.5812360375,24725.605962768877,24725.605962768877,10223.819474485608,10223.819474485608,10223.819474485608,10223.819474485608,10223.819474485608,10223.819474485608,0.0,0.0,0.0,34949.42543725448
2010-05-28,24743.53769119996,9107.514724226403,40770.46098767703,24743.53769119996,24743.53769119996,75.43283806217279,75.43283806217279,75.43283806217279,75.43283806217279,75.43283806217279,75.43283806217279,0.0,0.0,0.0,24818.970529262133
2010-05-30,24779.401148062127,1214.8078709510141,32786.64361364381,24779.401148062127,24779.401148062127,-8015.7614440617135,-8015.7614440617135,-8015.7614440617135,-8015.7614440617135,-8015.7614440617135,-8015.7614440617135,0.0,0.0,0.0,16763.639704000412
2010-06-01,24815.264604924294,14305.834302001009,46651.72844310903,24815.264604924294,24815.264604924294,5961.846001167825,5961.846001167825,5961.846001167825,5961.846001167825,5961.846001167825,5961.846001167825,0.0,0.0,0.0,30777.11060609212
2010-06-02,24833.196333355372,11255.044763048094,42808.02633555486,24833.196333355372,24833.196333355372,2269.109687170007,2269.109687170007,2269.109687170007,2269.109687170007,2269.109687170007,2269.109687170007,0.0,0.0,0.0,27102.30602052538
2010-06-03,24851.128061786458,19256.007510254465,52206.32884011658,24851.128061786458,24851.128061786458,10223.819474492097,10223.819474492097,10223.819474492097,10223.819474492097,10223.819474492097,10223.819474492097,0.0,0.0,0.0,35074.94753627855
2010-06-04,24869.059790217543,9393.625496377552,41108.21633545925,24869.059790217543,24869.059790217543,75.43283804211246,75.43283804211246,75.43283804211246,75.43283804211246,75.43283804211246,75.43283804211246,0.0,0.0,0.0,24944.492628259657
2010-06-06,24904.923247079703,1272.3150476508852,32563.98872635108,24904.923247079703,24904.923247079703,-8015.761444088214,-8015.761444088214,-8015.761444088214,-8015.761444088214,-8015.761444088214,-8015.761444088214,0.0,0.0,0.0,16889.16180299149
2010-06-07,24922.85497542279,12871.779660337725,44682.29768910714,24922.85497542279,24922.85497542279,3121.2522497693976,3121.2522497693976,3121.2522497693976,3121.2522497693976,3121.2522497693976,3121.2522497693976,0.0,0.0,0.0,28044.107225192187
2010-06-08,24940.78670376588,15080.572171693424,45317.36039262125,24940.78670376588,24940.78670376588,5961.846001165429,5961.846001165429,5961.846001165429,5961.846001165429,5961.846001165429,5961.846001165429,0.0,0.0,0.0,30902.632704931308
2010-06-09,24958.718432108966,10829.169372995366,42476.65233908609,24958.718432108966,24958.718432108966,2269.1096871739314,2269.1096871739314,2269.1096871739314,2269.1096871739314,2269.1096871739314,2269.1096871739314,0.0,0.0,0.0,27227.828119282898
2010-06-10,24976.650160452056,18778.658812355086,49988.31529247258,24976.650160452056,24976.650160452056,10223.819474483978,10223.819474483978,10223.819474483978,10223.819474483978,10223.819474483978,10223.819474483978,0.0,0.0,0.0,35200.46963493603
2010-06-11,24994.581888795143,8725.44595021309,40787.06294167384,24994.581888795143,24994.581888795143,75.43283810873172,75.43283810873172,75.43283810873172,75.43283810873172,75.43283810873172,75.43283810873172,0.0,0.0,0.0,25070.014726903875
2010-06-13,25030.445345481316,1165.2601755345604,31600.54223035582,25030.445345481316,25030.445345481316,-8015.761444075354,-8015.761444075354,-8015.761444075354,-8015.761444075354,-8015.761444075354,-8015.761444075354,0.0,0.0,0.0,17014.683901405962
2010-06-14,25048.377073824402,11511.716727718438,43245.291003902574,25048.377073824402,25048.377073824402,3121.2522497804193,3121.2522497804193,3121.2522497804193,3121.2522497804193,3121.2522497804193,3121.2522497804193,0.0,0.0,0.0,28169.629323604822
2010-06-15,25066.308802167492,14722.940344128494,46702.3829004536,25066.308802167492,25066.308802167492,5961.846001160408,5961.846001160408,5961.846001160408,5961.846001160408,5961.846001160408,5961.846001160408,0.0,0.0,0.0,31028.1548033279
2010-06-16,25084.24053051058,10959.356614554887,44366.00573999034,25084.24053051058,25084.24053051058,2269.109687177856,2269.109687177856,2269.109687177856,2269.109687177856,2269.109687177856,2269.109687177856,0.0,0.0,0.0,27353.350217688436
2010-06-17,25102.172258853665,19511.886433600113,50875.398138285425,25102.172258853665,25102.172258853665,10223.819474488133,10223.819474488133,10223.819474488133,10223.819474488133,10223.819474488133,10223.819474488133,0.0,0.0,0.0,35325.9917333418
2010-06-18,25120.103987196755,8397.334829260384,41115.48471357931,25120.103987196755,25120.103987196755,75.4328380886702,75.4328380886702,75.4328380886702,75.4328380886702,75.4328380886702,75.4328380886702,0.0,0.0,0.0,25195.536825285424
2010-06-20,25155.96744388293,657.1782314359872,33684.52294764364,25155.96744388293,25155.96744388293,-8015.761444062492,-8015.761444062492,-8015.761444062492,-8015.761444062492,-8015.761444062492,-8015.761444062492,0.0,0.0,0.0,17140.20599982044
2010-06-21,25173.899172226018,12918.221406202974,44750.518479401646,25173.899172226018,25173.899172226018,3121.25224977679,3121.25224977679,3121.25224977679,3121.25224977679,3121.25224977679,3121.25224977679,0.0,0.0,0.0,28295.151422002808
2010-06-22,25191.8309005691,16264.890039927941,47394.28196769921,25191.8309005691,25191.8309005691,5961.846001168879,5961.846001168879,5961.846001168879,5961.846001168879,5961.846001168879,5961.846001168879,0.0,0.0,0.0,31153.67690173798
2010-06-23,25209.762628912187,11465.555332229933,43450.0470374901,25209.762628912187,25209.762628912187,2269.109687170006,2269.109687170006,2269.109687170006,2269.109687170006,2269.109687170006,2269.109687170006,0.0,0.0,0.0,27478.872316082194
2010-06-24,25227.694357255277,19150.41587592296,52211.45088641427,25227.694357255277,25227.694357255277,10223.819474487318,10223.819474487318,10223.819474487318,10223.819474487318,10223.819474487318,10223.819474487318,0.0,0.0,0.0,35451.513831742595
2010-06-25,25245.626085598367,8037.587126690254,40558.5954482909,25245.626085598367,25245.626085598367,75.43283807917169,75.43283807917169,75.43283807917169,75.43283807917169,75.43283807917169,75.43283807917169,0.0,0.0,0.0,25321.058923677538
2010-06-27,25281.489542284544,2515.09325824265,34134.1089491402,25281.489542284544,25281.489542284544,-8015.761444049631,-8015.761444049631,-8015.761444049631,-8015.761444049631,-8015.761444049631,-8015.761444049631,0.0,0.0,0.0,17265.72809823491
2010-06-28,25299.421271737487,12433.934399224467,44179.808810719696,25299.421271737487,25299.421271737487,3121.25224974362,3121.25224974362,3121.25224974362,3121.25224974362,3121.25224974362,3121.25224974362,0.0,0.0,0.0,28420.673521481105
2010-06-29,25317.353001190433,15052.284181549529,47225.10185718908,25317.353001190433,25317.353001190433,5961.84600116386,5961.84600116386,5961.84600116386,5961.84600116386,5961.84600116386,5961.84600116386,0.0,0.0,0.0,31279.199002354293
2010-06-30,25335.28473064338,12644.895367557672,43361.75814036407,25335.28473064338,25335.28473064338,2269.1096871739305,2269.1096871739305,2269.1096871739305,2269.1096871739305,2269.1096871739305,2269.1096871739305,0.0,0.0,0.0,27604.39441781731
2010-07-01,25353.216460096326,19233.349129581842,50900.66954517367,25353.216460096326,25353.216460096326,10223.819474486503,10223.819474486503,10223.819474486503,10223.819474486503,10223.819474486503,10223.819474486503,0.0,0.0,0.0,35577.03593458283
2010-07-02,25371.148189549273,9583.500126963834,41602.54450147558,25371.148189549273,25371.148189549273,75.43283806967268,75.43283806967268,75.43283806967268,75.43283806967268,75.43283806967268,75.43283806967268,0.0,0.0,0.0,25446.581027618944
2010-07-04,25407.01164845516,2082.589660670478,32434.087977361236,25407.01164845516,25407.01164845516,-8015.761444076133,-8015.761444076133,-8015.761444076133,-8015.761444076133,-8015.761444076133,-8015.761444076133,0.0,0.0,0.0,17391.25020437903
2010-07-05,25424.94337790811,12295.903124455303,42720.77715786869,25424.94337790811,25424.94337790811,3121.252249754642,3121.252249754642,3121.252249754642,3121.252249754642,3121.252249754642,3121.252249754642,0.0,0.0,0.0,28546.19562766275
2010-07-06,25442.87510736105,14726.995917277482,46757.52398904553,25442.87510736105,25442.87510736105,5961.8460011614625,5961.8460011614625,5961.8460011614625,5961.8460011614625,5961.8460011614625,5961.8460011614625,0.0,0.0,0.0,31404.721108522514
2010-07-07,25460.806836814,11868.868836246851,43591.773021354034,25460.806836814,25460.806836814,2269.1096871752598,2269.1096871752598,2269.1096871752598,2269.1096871752598,2269.1096871752598,2269.1096871752598,0.0,0.0,0.0,27729.91652398926
2010-07-08,25478.738566266944,19559.642636362714,54146.182692633825,25478.738566266944,25478.738566266944,10223.819474485688,10223.819474485688,10223.819474485688,10223.819474485688,10223.819474485688,10223.819474485688,0.0,0.0,0.0,35702.55804075263
2010-07-09,25496.67029571989,8874.38464531342,42632.30460603771,25496.67029571989,25496.67029571989,75.43283809295094,75.43283809295094,75.43283809295094,75.43283809295094,75.43283809295094,75.43283809295094,0.0,0.0,0.0,25572.10313381284
2010-07-11,25532.533754625783,2265.1761610653884,32496.31748251905,25532.533754625783,25532.533754625783,-8015.761444063272,-8015.761444063272,-8015.761444063272,-8015.761444063272,-8015.761444063272,-8015.761444063272,0.0,0.0,0.0,17516.772310562512
2010-07-12,25550.46548407873,12966.762459593454,44417.93542960362,25550.46548407873,25550.46548407873,3121.2522497656623,3121.2522497656623,3121.2522497656623,3121.2522497656623,3121.2522497656623,3121.2522497656623,0.0,0.0,0.0,28671.71773384439
2010-07-13,25568.397213531676,16281.288082571627,47981.41997342065,25568.397213531676,25568.397213531676,5961.846001159066,5961.846001159066,5961.846001159066,5961.846001159066,5961.846001159066,5961.846001159066,0.0,0.0,0.0,31530.24321469074
2010-07-14,25586.32894298462,12068.21587798892,43294.40836593903,25586.32894298462,25586.32894298462,2269.1096871725995,2269.1096871725995,2269.1096871725995,2269.1096871725995,2269.1096871725995,2269.1096871725995,0.0,0.0,0.0,27855.43863015722
2010-07-15,25604.260672437566,19699.792426345397,51967.573402747264,25604.260672437566,25604.260672437566,10223.819474480206,10223.819474480206,10223.819474480206,10223.819474480206,10223.819474480206,10223.819474480206,0.0,0.0,0.0,35828.08014691777
2010-07-16,25622.19240189051,9494.454397702442,41500.948211653085,25622.19240189051,25622.19240189051,75.43283807289083,75.43283807289083,75.43283807289083,75.43283807289083,75.43283807289083,75.43283807289083,0.0,0.0,0.0,25697.6252399634
2010-07-18,25658.055860796405,2571.192594364638,32937.979330719114,25658.055860796405,25658.055860796405,-8015.761444060985,-8015.761444060985,-8015.761444060985,-8015.761444060985,-8015.761444060985,-8015.761444060985,0.0,0.0,0.0,17642.29441673542
2010-07-19,25675.987588550775,11879.58117317369,45301.319578659895,25675.987588550775,25675.987588550775,3121.25224975459,3121.25224975459,3121.25224975459,3121.25224975459,3121.25224975459,3121.25224975459,0.0,0.0,0.0,28797.239838305366
2010-07-20,25693.91931630515,14967.716613093846,47271.77358990869,25693.91931630515,25693.91931630515,5961.846001164914,5961.846001164914,5961.846001164914,5961.846001164914,5961.846001164914,5961.846001164914,0.0,0.0,0.0,31655.765317470064
2010-07-21,25711.851044059524,12814.343783657356,42583.117148540805,25711.851044059524,25711.851044059524,2269.109687173928,2269.109687173928,2269.109687173928,2269.109687173928,2269.109687173928,2269.109687173928,0.0,0.0,0.0,27980.960731233452
2010-07-22,25729.782771813894,20497.978787879798,52582.39093360524,25729.782771813894,25729.782771813894,10223.819474479393,10223.819474479393,10223.819474479393,10223.819474479393,10223.819474479393,10223.819474479393,0.0,0.0,0.0,35953.60224629329
2010-07-23,25747.71449956827,9990.462513249797,41773.485997427735,25747.71449956827,25747.71449956827,75.4328380528301,75.4328380528301,75.4328380528301,75.4328380528301,75.4328380528301,75.4328380528301,0.0,0.0,0.0,25823.1473376211
2010-07-25,25783.577955077013,1639.6846270216872,33826.22734908496,25783.577955077013,25783.577955077013,-8015.761444084551,-8015.761444084551,-8015.761444084551,-8015.761444084551,-8015.761444084551,-8015.761444084551,0.0,0.0,0.0,17767.816510992463
2010-07-26,25801.509682831387,11950.962147445112,44780.892760851704,25801.509682831387,25801.509682831387,3121.2522497582854,3121.2522497582854,3121.2522497582854,3121.2522497582854,3121.2522497582854,3121.2522497582854,0.0,0.0,0.0,28922.761932589674
2010-07-27,25819.44141058576,15822.918866448408,49072.02211622338,25819.44141058576,25819.44141058576,5961.846001159894,5961.846001159894,5961.846001159894,5961.846001159894,5961.846001159894,5961.846001159894,0.0,0.0,0.0,31781.287411745656
2010-07-28,25837.373138340135,12686.549335397756,43545.052347404024,25837.373138340135,25837.373138340135,2269.1096871778536,2269.1096871778536,2269.1096871778536,2269.1096871778536,2269.1096871778536,2269.1096871778536,0.0,0.0,0.0,28106.48282551799
2010-07-29,25855.30486609451,19330.159061128623,51518.48778999472,25855.30486609451,25855.30486609451,10223.81947448588,10223.81947448588,10223.81947448588,10223.81947448588,10223.81947448588,10223.81947448588,0.0,0.0,0.0,36079.12434058039
2010-07-30,25873.236593848884,10788.201147712407,42592.11726744061,25873.236593848884,25873.236593848884,75.43283807611027,75.43283807611027,75.43283807611027,75.43283807611027,75.43283807611027,75.43283807611027,0.0,0.0,0.0,25948.669431924995
2010-08-01,25909.10004935763,805.9105242243247,32291.546810761167,25909.10004935763,25909.10004935763,-8015.761444082262,-8015.761444082262,-8015.761444082262,-8015.761444082262,-8015.761444082262,-8015.761444082262,0.0,0.0,0.0,17893.338605275367
2010-08-02,25927.031777112003,12836.30612298196,45274.880410874524,25927.031777112003,25927.031777112003,3121.2522497619825,3121.2522497619825,3121.2522497619825,3121.2522497619825,3121.2522497619825,3121.2522497619825,0.0,0.0,0.0,29048.284026873986
2010-08-03,25944.963504866377,16445.91869636717,47927.302211972186,25944.963504866377,25944.963504866377,5961.846001154871,5961.846001154871,5961.846001154871,5961.846001154871,5961.846001154871,5961.846001154871,0.0,0.0,0.0,31906.809506021247
2010-08-04,25962.89523262075,12323.00263614088,44560.287321920056,25962.89523262075,25962.89523262075,2269.109687181779,2269.109687181779,2269.109687181779,2269.109687181779,2269.109687181779,2269.109687181779,0.0,0.0,0.0,28232.00491980253
2010-08-05,25980.826960375125,20636.361229063663,52137.096645679034,25980.826960375125,25980.826960375125,10223.81947447543,10223.81947447543,10223.81947447543,10223.81947447543,10223.81947447543,10223.81947447543,0.0,0.0,0.0,36204.646434850554
2010-08-06,25998.758688129496,9672.322588860721,42247.75213551848,25998.758688129496,25998.758688129496,75.43283806661026,75.43283806661026,75.43283806661026,75.43283806661026,75.43283806661026,75.43283806661026,0.0,0.0,0.0,26074.191526196108
2010-08-08,26034.622143638244,1519.5505173589413,34960.587143315825,26034.622143638244,26034.622143638244,-8015.7614440694015,-8015.7614440694015,-8015.7614440694015,-8015.7614440694015,-8015.7614440694015,-8015.7614440694015,0.0,0.0,0.0,18018.860699568842
2010-08-09,26052.553871392618,13068.72903331248,45410.250340645136,26052.553871392618,26052.553871392618,3121.252249773003,3121.252249773003,3121.252249773003,3121.252249773003,3121.252249773003,3121.252249773003,0.0,0.0,0.0,29173.80612116562
2010-08-10,26070.485601741188,16518.532361497575,48642.200635013476,26070.485601741188,26070.485601741188,5961.846001160719,5961.846001160719,5961.846001160719,5961.846001160719,5961.846001160719,5961.846001160719,0.0,0.0,0.0,32032.331602901908
2010-08-11,26088.41733208976,11724.986148477763,43786.44209450276,26088.41733208976,26088.41733208976,2269.1096871673403,2269.1096871673403,2269.1096871673403,2269.1096871673403,2269.1096871673403,2269.1096871673403,0.0,0.0,0.0,28357.5270192571
2010-08-12,26106.349062438334,21059.16879580802,52106.54684476075,26106.349062438334,26106.349062438334,10223.819474481914,10223.819474481914,10223.819474481914,10223.819474481914,10223.819474481914,10223.819474481914,0.0,0.0,0.0,36330.168536920246
2010-08-13,26124.280792786907,10232.38236997559,42976.56773892788,26124.280792786907,26124.280792786907,75.43283805711125,75.43283805711125,75.43283805711125,75.43283805711125,75.43283805711125,75.43283805711125,0.0,0.0,0.0,26199.713630844017
2010-08-15,26160.144253484053,3065.144083578358,34363.348812358985,26160.144253484053,26160.144253484053,-8015.761444095902,-8015.761444095902,-8015.761444095902,-8015.761444095902,-8015.761444095902,-8015.761444095902,0.0,0.0,0.0,18144.382809388153
2010-08-16,26178.075983832627,13914.890969557717,45141.394373346746,26178.075983832627,26178.075983832627,3121.2522497546024,3121.2522497546024,3121.2522497546024,3121.2522497546024,3121.2522497546024,3121.2522497546024,0.0,0.0,0.0,29299.328233587228
2010-08-17,26196.007714181196,15826.81353403258,49297.28627700859,26196.007714181196,26196.007714181196,5961.846001158322,5961.846001158322,5961.846001158322,5961.846001158322,5961.846001158322,5961.846001158322,0.0,0.0,0.0,32157.85371533952
2010-08-18,26213.939444529773,12516.242987604735,45000.88393847078,26213.939444529773,26213.939444529773,2269.109687171266,2269.109687171266,2269.109687171266,2269.109687171266,2269.109687171266,2269.109687171266,0.0,0.0,0.0,28483.04913170104
2010-08-19,26231.871174878346,20244.679380544083,52715.47926574641,26231.871174878346,26231.871174878346,10223.819474481099,10223.819474481099,10223.819474481099,10223.819474481099,10223.819474481099,10223.819474481099,0.0,0.0,0.0,36455.69064935944
2010-08-20,26249.80290522692,9770.530648522874,41600.83071811715,26249.80290522692,26249.80290522692,75.43283803705074,75.43283803705074,75.43283803705074,75.43283803705074,75.43283803705074,75.43283803705074,0.0,0.0,0.0,26325.23574326397
2010-08-22,26285.666365924066,2504.643361238189,33836.77817430446,26285.666365924066,26285.666365924066,-8015.761444083042,-8015.761444083042,-8015.761444083042,-8015.761444083042,-8015.761444083042,-8015.761444083042,0.0,0.0,0.0,18269.904921841022
2010-08-23,26303.598096272635,14768.571047261468,45066.71197679609,26303.598096272635,26303.598096272635,3121.2522497656255,3121.2522497656255,3121.2522497656255,3121.2522497656255,3121.2522497656255,3121.2522497656255,0.0,0.0,0.0,29424.85034603826
2010-08-24,26321.52982662121,16367.335047869317,47631.28476113795,26321.52982662121,26321.52982662121,5961.846001155926,5961.846001155926,5961.846001155926,5961.846001155926,5961.846001155926,5961.846001155926,0.0,0.0,0.0,32283.375827777134
2010-08-25,26339.461556969785,13807.468938070982,45847.56948848092,26339.461556969785,26339.461556969785,2269.1096871751915,2269.1096871751915,2269.1096871751915,2269.1096871751915,2269.1096871751915,2269.1096871751915,0.0,0.0,0.0,28608.571244144976
2010-08-26,26357.393287318355,20223.990514289602,52201.040007721625,26357.393287318355,26357.393287318355,10223.819474485255,10223.819474485255,10223.819474485255,10223.819474485255,10223.819474485255,10223.819474485255,0.0,0.0,0.0,36581.21276180361
2010-08-27,26375.32501766693,11754.029433349242,41938.93400968119,26375.32501766693,26375.32501766693,75.43283807089111,75.43283807089111,75.43283807089111,75.43283807089111,75.43283807089111,75.43283807089111,0.0,0.0,0.0,26450.757855737822
2010-08-29,26411.188478364074,1786.16787258545,33815.83584900726,26411.188478364074,26411.188478364074,-8015.761444070178,-8015.761444070178,-8015.761444070178,-8015.761444070178,-8015.761444070178,-8015.761444070178,0.0,0.0,0.0,18395.427034293898
2010-08-31,26447.05193906122,16471.460970143424,49346.91686044805,26447.05193906122,26447.05193906122,5961.846001150904,5961.846001150904,5961.846001150904,5961.846001150904,5961.846001150904,5961.846001150904,0.0,0.0,0.0,32408.897940212126
2010-09-01,26464.983667795263,12763.314101829157,45217.829306198946,26464.983667795263,26464.983667795263,2269.109687167339,2269.109687167339,2269.109687167339,2269.109687167339,2269.109687167339,2269.109687167339,0.0,0.0,0.0,28734.093354962602
2010-09-02,26482.915396529304,20938.463335224802,53770.31590359438,26482.915396529304,26482.915396529304,10223.81947448444,10223.81947448444,10223.81947448444,10223.81947448444,10223.81947448444,10223.81947448444,0.0,0.0,0.0,36706.734871013745
2010-09-03,26500.84712526335,10846.174892497851,42320.91587146105,26500.84712526335,26500.84712526335,75.4328380508313,75.4328380508313,75.4328380508313,75.4328380508313,75.4328380508313,75.4328380508313,0.0,0.0,0.0,26576.27996331418
2010-09-05,26536.710582731434,1690.4769970627474,33916.319032254265,26536.710582731434,26536.710582731434,-8015.761444057317,-8015.761444057317,-8015.761444057317,-8015.761444057317,-8015.761444057317,-8015.761444057317,0.0,0.0,0.0,18520.949138674117
2010-09-06,26554.642311465475,12249.414412273649,44300.0744134438,26554.642311465475,26554.642311465475,3121.2522497655723,3121.2522497655723,3121.2522497655723,3121.2522497655723,3121.2522497655723,3121.2522497655723,0.0,0.0,0.0,29675.89456123105
2010-09-07,26572.574040199517,17010.669134943106,48383.699243108524,26572.574040199517,26572.574040199517,5961.846001159378,5961.846001159378,5961.846001159378,5961.846001159378,5961.846001159378,5961.846001159378,0.0,0.0,0.0,32534.420041358895
2010-09-08,26590.50576893356,14174.169713296933,44978.913586920346,26590.50576893356,26590.50576893356,2269.109687173859,2269.109687173859,2269.109687173859,2269.109687173859,2269.109687173859,2269.109687173859,0.0,0.0,0.0,28859.615456107418
2010-09-09,26608.4374976676,20070.650212969405,53443.91832502155,26608.4374976676,26608.4374976676,10223.819474483626,10223.819474483626,10223.819474483626,10223.819474483626,10223.819474483626,10223.819474483626,0.0,0.0,0.0,36832.25697215123
2010-09-10,26626.369226401646,9886.69823205164,43079.63642886011,26626.369226401646,26626.369226401646,75.43283804133188,75.43283804133188,75.43283804133188,75.43283804133188,75.43283804133188,75.43283804133188,0.0,0.0,0.0,26701.802064442978
2010-09-12,26662.23268386973,3276.4210939086597,33687.009953659464,26662.23268386973,26662.23268386973,-8015.761444083817,-8015.761444083817,-8015.761444083817,-8015.761444083817,-8015.761444083817,-8015.761444083817,0.0,0.0,0.0,18646.47123978591
2010-09-13,26680.16441260377,14353.344556411921,46381.60341809755,26680.16441260377,26680.16441260377,3121.252249769269,3121.252249769269,3121.252249769269,3121.252249769269,3121.252249769269,3121.252249769269,0.0,0.0,0.0,29801.41666237304
2010-09-14,26698.096141337814,16471.07684712142,48467.302444062894,26698.096141337814,26698.096141337814,5961.846001162603,5961.846001162603,5961.846001162603,5961.846001162603,5961.846001162603,5961.846001162603,0.0,0.0,0.0,32659.94214250042
2010-09-15,26716.027870071855,12948.037617449303,45193.26076982841,26716.027870071855,26716.027870071855,2269.109687175189,2269.109687175189,2269.109687175189,2269.109687175189,2269.109687175189,2269.109687175189,0.0,0.0,0.0,28985.137557247042
2010-09-16,26733.9595988059,20818.611018235883,53004.76618418289,26733.9595988059,26733.9595988059,10223.819474482809,10223.819474482809,10223.819474482809,10223.819474482809,10223.819474482809,10223.819474482809,0.0,0.0,0.0,36957.77907328871
